Publication Type;Authors;Book Authors;Book Editors;Book Group Authors;Author Full Names;Book Author Full Names;Group Authors;Article Title;Source Title;Book Series Title;Book Series Subtitle;Language;Document Type;Conference Title;Conference Date;Conference Location;Conference Sponsor;Conference Host;Author Keywords;Keywords Plus;Abstract;Addresses;Reprint Addresses;Email Addresses;Researcher Ids;ORCIDs;Funding Orgs;Funding Text;Cited References;Cited Reference Count;Times Cited, WoS Core;Times Cited, All Databases;180 Day Usage Count;Since 2013 Usage Count;Publisher;Publisher City;Publisher Address;ISSN;eISSN;ISBN;Journal Abbreviation;Journal ISO Abbreviation;Publication Date;Publication Year;Volume;Issue;Part Number;Supplement;Special Issue;Meeting Abstract;Start Page;End Page;Article Number;DOI;Book DOI;Early Access Date;Number of Pages;WoS Categories;Research Areas;IDS Number;UT (Unique WOS ID);Pubmed Id;Open Access Designations;Highly Cited Status;Hot Paper Status;Date of Export;
J;Agubra, VA- Zuniga, L- De la Garza, D- Gallegos, L- Pokhrel, M- Alcoutlabi, M;;;;Agubra, Victor A.- Zuniga, Luis- De la Garza, David- Gallegos, Luis- Pokhrel, Madhab- Alcoutlabi, Mataz;;;Forcespinning: A new method for the mass production of Sn/C composite nanofiber anodes for lithium ion batteries;SOLID STATE IONICS;;;;;;;;;;;;The development of nanostructured anode materials for rechargeable Lithium-ion Batteries has seen a growing interest. We herein report the use of a new scalable technique, Forcespinning (FS) to produce binder-free porousSn/C composite nanofibers with different Sn particle size loading. The preparation process involves the FS of Sn/PAN precursor nanofibers and subsequently stabilizing in air at 280 C followed by carbonization at 800 C under an inert atmosphere. The Sn/C composite nanofibers are highly flexible and were directly used as binder-free anodes for lithium-ion batteries. The produced Sn/C composite nanofibers showed an improved discharge capacity of about 724 mA h g(-1) at a current density of 100 mA g(-1) for over 50 cycles compared to most nanofiber electrodes prepared by electrospinning and centrifugal spinning. The FS method clearly produces Sn/C nanofiber composite electrodes that have a high specific capacity and excellent cyclic performance, owing to the unique structure and properties of the nanofibers. The FS technology is thus a viable method for the large scale production of nano/micro fibers for battery electrodes, separators, and other applications. To the best of our knowledge, this is the first time to report results on the use of Forcespinning technology to produce composite nanofiber anodes for lithium-ion batteries. (C) 2015 Elsevier B.V. All rights reserved.;;;;;;;;;;;;;;;;;0167-2738;1872-7689;;;;MAR;2016;286;;;;;;72;82;;10.1016/j.ssi.2015.12.020;;;;;;;WOS:000372388400012;;;;;;
J;Li, XL- Chen, HH- Yang, B;;;;Li, Xianglong- Chen, Huanhuan- Yang, Bin;;;Centrifugally spun starch-based fibers from amylopectin rich starches;CARBOHYDRATE POLYMERS;;;;;;;;;;;;Centrifugal spinning and electrospinning have proved to be effective techniques for fabricating micro-to-nanofibers. However, starches of amylopectin content above 65% cannot be fabricated to fiber by electrospinning. This paper is focus on the centrifugal spinnability of amylopectin rich starches. We investigated the amylopectin content of starches by Dual-wavelength colorimetry, studied the rheological properties of starch dopes to determine entanglement concentration (c(e)) by rotary rheometer. Results indicated that amylopectin rich native corn and potato starches, which with amylopectin content higher than 65%, were suitable for centrifugal spinning to micro-to-nanofibers. Additionally, starch-based fibers were successfully fabricated from the amylose rich corn starch as well. Rheological studies showed that the entanglement concentration (c(e)) of starch solution was crucial for successful centrifugal spinning. Crown Copyright (C) 2015 Published by Elsevier Ltd. All rights reserved.;;;;;;;;;;;;;;;;;0144-8617;1879-1344;;;;FEB 10;2016;137;;;;;;459;465;;10.1016/j.carbpol.2015.10.079;;;;;;;WOS:000366938200053;26686151;;;;;
J;Xu, W- Xia, L- Zhou, XH- Xi, P- Cheng, BW- Liang, YX;;;;Xu, Wei- Xia, Lei- Zhou, Xing-hai- Xi, Peng- Cheng, Bo-wen- Liang, Yu-xia;;;Hollow carbon microfibres fabricated using coaxial centrifugal spinning;MICRO & NANO LETTERS;;;;;;;;;;;;A novel method for preparing coaxial polyacrylonitrile (PAN)/polyvinyl pyrrolidone (PVP) microfibres is proposed. Further, the obtained composite fibres are subsequently processed using pre-oxidation and carbonisation treatments in order to obtain hollow carbon microfibres. The effects of different respective PVP and PAN concentrations in the inner and outer solutions (the solutions injected into the inner and outer centrifugal tubes, respectively) on the product morphology are discussed. It is found that hollow carbon microfibres can only be fabricated for concurrent inner PVP and outer PAN solution concentrations of 14-17 and 13-16 wt%, respectively. If either of the solution concentrations is too low, droplets are formed, whereas the spinneret becomes blocked and cannot spin if either of these concentrations is too high. The diameters of the coaxial fibres and hollow carbon fibres can be controlled between 3 and 10 mu m. This novel coaxial centrifugal spinning strategy can potentially be applied in the rapid fabrication of coaxial and hollow fibres.;;;;;Cheng, Bowen/0000-0001-7470-8077;;;;;;;;;;;;1750-0443;;;;;FEB;2016;11;2;;;;;74;76;;10.1049/mnl.2015.0346;;;;;;;WOS:000371354700003;;;;;;
J;Feng, C- Lin, XJ- Wang, XQ- Liu, HJ- Liu, BX- Zhu, LY- Zhang, GH- Xu, D;;;;Feng, Cong- Lin, Xuejun- Wang, Xinqiang- Liu, Hongjing- Liu, Benxue- Zhu, Luyi- Zhang, Guanghui- Xu, Dong;;;Preparation, ferromagnetic and photocatalytic performance of NiO and hollow Co3O4 fibers through centrifugal-spinning technique;MATERIALS RESEARCH BULLETIN;;;;;;;;;;;;Both NiO and hollow CO3O4 fibers with the diameter of about 10 mu m have been successfully prepared through spinning high viscous sols into precursor fibers and followed calcination process, The evolution process from precursor to crystalline fibers and the microstructures of the obtained fibers were characterized by TG-DSC, FT-IR, XRD, HRTEM, SEM and the like. The method is facile and cost-effective for mass production of fibers and the obtained fibers are pure phase with high crystallinity. Their magnetic properties were investigated, showing that both the fibers are ferromagnetic. Meanwhile, the NiO fibers exhibit good photocatalytic performance for the removal of Congo red from water under UV light irradiation. (C) 2015 Elsevier Ltd. All rights reserved.;;;;Zhang, Guanghui/ABE-7616-2020;Zhang, Guanghui/0000-0002-8511-1599;;;;;;;;;;;;0025-5408;1873-4227;;;;FEB;2016;74;;;;;;319;324;;10.1016/j.materresbull.2015.10.042;;;;;;;WOS:000367775000047;;;;;;
J;Capulli, AK- MacQueen, LA- Sheehy, SP- Parker, KK;;;;Capulli, A. K.- MacQueen, L. A.- Sheehy, Sean P.- Parker, K. K.;;;Fibrous scaffolds for building hearts and heart parts;ADVANCED DRUG DELIVERY REVIEWS;;;;;;;;;;;;Extracellular matrix (ECM) structure and biochemistry provide cell-instructive cues that promote and regulate tissue growth, function, and repair. From a structural perspective, the ECM is a scaffold that guides the self-assembly of cells into distinct functional tissues. The ECM promotes the interaction between individual cells and between different cell types, and increases the strength and resilience of the tissue in mechanically dynamic environments. From a biochemical perspective, factors regulating cell-ECM adhesion have been described and diverse aspects of cell-ECM interactions in health and disease continue to be clarified. Natural ECMs therefore provide excellent design rules for tissue engineering scaffolds. The design of regenerative three-dimensional (3D) engineered scaffolds is informed by the target ECM structure, chemistry, and mechanics, to encourage cell infiltration and tissue genesis. This can be achieved using nanofibrous scaffolds composed of polymers that simultaneously recapitulate 3D ECM architecture, high-fidelity nanoscale topography, and bio-activity. Their high porosity, structural anisotropy, and bio-activity present unique advantages for engineering 3D anisotropic tissues. Here, we use the heart as a case study and examine the potential of ECM-inspired nanofibrous scaffolds for cardiac tissue engineering. We asked: Do we know enough to build a heart? To answer this question, we tabulated structural and functional properties of myocardial and valvular tissues for use as design criteria, reviewed nanofiber manufacturing platforms and assessed their capabilities to produce scaffolds that meet our design criteria. Our knowledge of the anatomy and physiology of the heart, as well as our ability to create synthetic ECM scaffolds have advanced to the point that valve replacement with nanofibrous scaffolds may be achieved in the short term, while myocardial repair requires further study in vitro and in vivo. (C) 2015 Elsevier B.V. All rights reserved.;;;;MacQueen, Luke/AAT-9348-2020;;;;;;;;;;;;;0169-409X;1872-8294;;;;JAN 15;2016;96;;;;;;83;102;;10.1016/j.addr.2015.11.020;;;;;;;WOS:000370095000008;26656602;;;;;
B;Tada, A- Takematsu, R- Thumsorn, S- Okoshi, M- Inoya, H- Hamada, H- Aoi, Y;;VanHoa, S- Hamada, H- Duc, ND;;Tada, Akihiro- Takematsu, Ryo- Thumsorn, Supaphorn- Okoshi, Masayuki- Inoya, Hiroyuki- Hamada, Hiroyuki- Aoi, Yoshifumi;;;Study on Carbon Nano Fiber by Cotton Candy Method;DESIGN, MANUFACTURING AND APPLICATIONS OF COMPOSITES;;;;;11th Joint Canada-Japan Workshop on Composites / 1st Joint Canada-Japan-Vietnam Workshop on Composites;AUG 08-10, 2016;Ho Chi Minh City, VIETNAM;;;;;In this study we focused on Carbon Nano Fiber (CNF) in the carbon-based nano materials' s field. CNF is expected to various applications. However, CNF have a high cost of production. Therefore, we are trying to reduce a cost to make a preparation of the CNF precursor using Cotton Candy Method (CoCaM). The CoCaM is a novel method that can fabricate large amount of nano fiber. The feature of CoCaM is used to forming a fiber with only air injection. Therefore, it is possible to make a cost saving by CoCaM, because it does not need to heating and using the electric field. We studied producing PAN nano fibers by CoCaM and carbonizing conditions for nanofibers. We found the factor that PAN concentration, air pressure and feeding speed affected diameter of nano fiber. The average nano PAN fiber diameter changed from macro- to nano- meters under the CoCaM. After carbonization, we obverted that CNF were same shape of the PAN nano fiber. However, the diameter of CNF was decreased. The Raman spectrometry of nano carbon fiber by CoCaM showed high crystallinity. It was found that the ratio of the D and G band intensities (ID/IG) of carbon nano fiber is 0.58.;;;;;;;;;;;;;;;;;;;978-1-60595-326-7;;;;2016;;;;;;;401;409;;;;;;;;;WOS:000392267800051;;;;;;
J;Beran, M- Pinkrova, J- Urban, M- Drahorad, J;;;;Beran, Milos- Pinkrova, Jitka- Urban, Marian- Drahorad, Josef;;;Immobilisation of Endoinulinase on Polyhydroxybutyrate Microfibres;CZECH JOURNAL OF FOOD SCIENCES;;;;;;;;;;;;Due to the health benefits associated with the consumption of prebiotic short-chain fructooligosaccharides (sc-FOS) and inulooligosaccharides (IOS), there is increased interest in the use of these compounds in food products. We have developed a new biocatalyst for the production of FOS and IOS by inulin hydrolysis. Endoinulinase from Aspergillus -niger Inulinase (R) Novozym 960 (Novozymes) was immobilised on polyhydroxybutyrate (PHB) nanofibres and microfibres by hydrophobic interactions. The PHB fibres were prepared by centrifugal spinning. FOS and IOS profiles were determined by ion-exchange chromatography with the Rezex RSO-Oligosaccharide column. The biocatalyst had very good activity and stability after repeated applications. It can be used in biocatalytic membrane reactors for the production of prebiotic oligosaccharides.;;;;Beran, Milos/K-6401-2017- Beran, Milos/B-3150-2012;Beran, Milos/0000-0002-5138-3254;;;;;;;;;;;;1212-1800;1805-9317;;;;;2016;34;6;;;;;541;546;;10.17221/72/2016-CJFS;;;;;;;WOS:000390687500009;;;;;;
J;Lu, Y- Yanilmaz, M- Chen, C- Dirican, M- Ge, YQ- Zhu, JD- Zhang, XW;;;;Lu, Yao- Yanilmaz, Meltem- Chen, Chen- Dirican, Mahmut- Ge, Yeqian- Zhu, Jiadeng- Zhang, Xiangwu;;;Centrifugally Spun SnO2 Microfibers Composed of Interconnected Nanoparticles as the Anode in Sodium-Ion Batteries;CHEMELECTROCHEM;;;;;;;;;;;;SnO2 microfibers were synthesized by using centrifugal spinning technology and were evaluated as the anode in sodium-ion batteries. The as-prepared SnO2 microfibers are composed of interconnected nanoparticles with small interparticle openings. The 1-demensional fibrous morphology, fine particle size, and open pore structure result in reduced electrochemical impedance and enhanced electrochemical performance. The highest capacity achieved is 567mAhg(-1) at 20mAg(-1). At a much higher current density of 640mAg(-1), the microfiber electrode still retains a high capacity of 158mAhg(-1) after 50 cycles. The SnO2 microfibers also demonstrate good rate performance in a current range of 20-640mAg(-1). The results demonstrate that SnO2 microfibers are a potential anode material candidate for sodium-ion batteries and that centrifugal spinning offers a feasible solution for the large-scale production of fibrous electrode materials.;;;;Zhang, Xiangwu/F-1013-2011- yanilmaz, meltem/AAH-4065-2020- tem, mel/ABB-2890-2020;Zhang, Xiangwu/0000-0002-6236-6281- yanilmaz, meltem/0000-0003-0562-5715- tem, mel/0000-0003-0562-5715- Dirican, Mahmut/0000-0002-2559-6467;;;;;;;;;;;;2196-0216;;;;;DEC;2015;2;12;;;;;1947;1956;;10.1002/celc.201500367;;;;;;;WOS:000368364700013;;;;;;
J;Zhmayev, Y- Divvela, MJ- Ruo, AC- Huang, T- Joo, YL;;;;Zhmayev, Yevgen- Divvela, Mounica Jyothi- Ruo, An-Cheng- Huang, Tao- Joo, Yong Lak;;;The jetting behavior of viscoelastic Boger fluids during centrifugal spinning;PHYSICS OF FLUIDS;;;;;;;;;;;;We present an experimental visualization study of centrifugal spinning, which is a novel method of producing nanofibers. The investigation was conducted using Newtonian and viscoelastic fluids to study the effect of viscoelasticity, driving force, and the flow rate on the initial thinning behavior, jet contour shapes, and radii. Boger fluids based on Newtonian polybutene and viscoelastic polyisobutylene were utilized as test fluids in the current study. Our results reveal that increasing the viscoelasticity leads to a faster initial thinning of the polymer jet. However, the effect is strongly coupled with the rotation speed, and due to a faster increase in extensional viscosity for highly viscoelastic fluids, the thinning slows down with the increase in the angular velocity. Initial thinning is shown to be faster for the lower flow rates. Viscoelasticity and centrifugal force have a significant influence on the jet contour radii. The maximum radius will decrease for more viscoelastic fluids, and with the increase in angular velocity due to the development of the elastic hoop stress. The comparison of experiments with the discretized element modeling with the FENE-P model confirms the model predictive potential for the thinning behavior. Finally, the centrifugal spinning experiments are compared to electrospinning in order to observe a qualitative similarity. (C) 2015 AIP Publishing LLC.;;;;Joo, Yong Lak/AAA-8616-2019;Huang, Tao/0000-0002-0591-2020- Ruo, An-Cheng/0000-0002-0545-7734;;;;;;;;;;;;1070-6631;1089-7666;;;;DEC;2015;27;12;;;;;;;123101;10.1063/1.4936391;;;;;;;WOS:000367459300011;;;;;;
J;Zhang, Q- Wu, X- Chen, HH- Yang, B;;;;Zhang, Qian- Wu, Xu- Chen, Huanhuan- Yang, Bin;;;Preparation and photoelectric properties of indium tin oxide depositional optical fiber by centrifugal spinning;JOURNAL OF MATERIALS SCIENCE-MATERIALS IN ELECTRONICS;;;;;;;;;;;;The purpose of this paper is to prepare an integrating light propagative, transparent and conductive optical fiber. This optical fiber is made by the coating of a thin layer of indium tin oxide (ITO) nanofibers. ITO nanofibers are fabricated via centrifugal spinning process and wrap around the quartz optical fiber. Field emission scanning electron microscopy, X-ray diffraction analysis, UV-Vis spectrophotometer, Avometer and Luminance colorimeter are used to characterize the morphology, crystal structure and photoelectric properties of ITO-coated optical fiber. Results show that the resistivity of ITO-coated optical fiber is around 0.87 (Omega cm)- the average optical transmittance is more than 85 % in the visible range, and the ITO-coated optical fiber has a certain light propagation. This work laid the groundwork for future application in fiber sensors.;;;;;;;;;;;;;;;;;0957-4522;1573-482X;;;;NOV;2015;26;11;;;;;9031;9036;;10.1007/s10854-015-3587-x;;;;;;;WOS:000362663300097;;;;;;
J;Lu, Y- Yanilmaz, M- Chen, C- Ge, YQ- Dirican, M- Zhu, JD- Li, YQ- Zhang, XW;;;;Lu, Yao- Yanilmaz, MeItem- Chen, Chen- Ge, Yeqian- Dirican, Mahmut- Zhu, Jiadeng- Li, Yongqiang- Zhang, Xiangwu;;;lithium-substituted sodium layered transition metal oxide fibers as cathodes for sodium-ion batteries;ENERGY STORAGE MATERIALS;;;;;;;;;;;;Na layered transition metal oxide fibers with/without partial Li substitution were prepared by the combination of a novel centrifugal spinning method and thermal treatment. Compared to the Li-free fibers, the Li-substituted Na layered transition metal oxide fiber cathodes exhibit higher capacities, better cycling stability and enhanced rate capability. Among the studied Li-substituted Na layered transition metal oxide fibers, Na0.8Li0.4Ni0.15Mn0.55Co0.1O2 demonstrates the best overall electrochemical performance. The highest capacity of 138 mA h g(-1) is achieved at 15 mA g(-1). As the current density increased to 75 and 300 mA g(-1), Na0.8Li0.4Ni0.15Mn0.55Co0.1O2 fibers still deliver high capacities of 113 and 94 mA h g(-1), respectively. This specific fiber composition also yields stable cycling performance and superior rate performance at various current densities between 15-600 mA g(-1). The results suggest that partial Li substitution is an effective method to stabilize the structure of the Na layered transition metal oxide cathodes and hence enhance the electrochemical performance, It is also demonstrated that centrifugal spinning can be an attractive technology for mass production of micro-sized, fibrous electrodes. (C) 2015 Elsevier B.V. All rights reserved.;;;;Zhang, Xiangwu/F-1013-2011- tem, mel/ABB-2890-2020;Zhang, Xiangwu/0000-0002-6236-6281- tem, mel/0000-0003-0562-5715- Dirican, Mahmut/0000-0002-2559-6467;;;;;;;;;;;;2405-8297;;;;;NOV;2015;1;;;;;;74;81;;10.1016/j.ensm.2015.09.005;;;;;;;WOS:000393519400009;;;;;;
J;Fang, YC- Dulaney, AD- Gadley, J- Maia, JM- Ellison, CJ;;;;Fang, Yichen- Dulaney, Austin D.- Gadley, Jesse- Maia, Joao M.- Ellison, Christopher J.;;;Manipulating characteristic timescales and fiber morphology in simultaneous centrifugal spinning and photopolymerization;POLYMER;;;;;;;;;;;;In this study, the fabrication of crosslinked nonwoven fibers via simultaneous thiol-ene photopolymerization and spinning of monomer jets has been demonstrated in centrifugal Forcespinning for the first time. We observed that simultaneous Forcespinning and photopolymerization resulted in a wide variety of fiber morphologies including beads, beads-on-string, uniform fiber, fused fibers, and well-cured fibers. To elucidate the underlying mechanisms and parameter interactions that give rise to these morphologies, we systematically varied the light intensity, solution elasticity, and spin speed of the Forcespinning process. From these experimental results, an operating diagram was constructed based on the measured process parameters, their respective timescales, and observed effects on fiber morphology. While numerous parameters can individually affect fiber formation and morphology, the interplay between curing kinetics, solution viscoelasticity, and orifice-to-collector processing time window is also crucial in this process. Smooth and well-cured fibers were formed only when the photopolymerization occurred sufficiently quickly, before both the breakup of fibers into droplets due to a surface tension driven Rayleigh instability and the deposition of fibers on the collector. Our findings can serve as a predictive guideline for the fabrication of crosslinked fibers with desired morphology, the implementation of the in-situ polymerization and spinning concept into other commercial fiber manufacturing technologies, and the adaptation of other functional or high performance monomer systems. (C) 2015 Elsevier Ltd. All rights reserved.;;;;Fang, Yichen/J-8125-2019;;;;;;;;;;;;;0032-3861;1873-2291;;;;SEP 2;2015;73;;;;;;42;51;;10.1016/j.polymer.2015.07.020;;;;;;;WOS:000360071300006;;;;;;
J;Rzayev, ZMO- Erdonmez, D- Erkan, K- Simsek, M- Bunyatova, U;;;;Rzayev, Zakir M. O.- Erdonmez, Demet- Erkan, Kubra- Simsek, Murat- Bunyatova, Ulviye;;;Functional Copolymer/Organo-MMT Nanoarchitectures. XXII. Fabrication and Characterization of Antifungal and Antibacterial Poly (Vinyl Alcohol-co-Vinyl Acetate/ODA-MMT/AgNPs Nanofibers and Nanocoatings by e-Spinning and c-Spinning Methods;INTERNATIONAL JOURNAL OF POLYMERIC MATERIALS AND POLYMERIC BIOMATERIALS;;;;;;;;;;;;Nanofibrous films and coatings were fabricated by electrospinning and centrifugal spinning of aqueous solutions of poly(vinyl alcohol-co-vinyl acetate)/octadecyl amine-montmorillonite layered silicate nanocomposites with/without in situ generated silver nanoparticles (AgNPs). Characterization of nanofibers were realized by FTIR, XRD, SEM, and thermal analysis methods. It was found that AgNPs significantly accelerated phase separation process providing fine distribution of nanofibers. Antifungal and antimicrobial activities of nanocomposites investigated by using Candida Spp fungals, G-positive and G-negative microorganisms strongly depended on chemical/physical structural factors, and loading silver species. Observed effective properties of nanomaterials can be employed for many applications (e.g., air filtration, food packaging, biomedical). [GRAPHICS];;;;Simsek, Murat/ABF-3212-2020- Turkmen, Kubra Erkan/AAK-4659-2021- erdAnmez, demet/AAD-4924-2020- Simsek, Murat/P-8113-2019;Turkmen, Kubra Erkan/0000-0002-4813-7941- ;;;;;;;;;;;;0091-4037;1563-535X;;;;AUG 13;2015;64;5;;;;;267;278;;10.1080/00914037.2014.936599;;;;;;;WOS:000343994000005;;;;;;
J;Mahalingam, S- Pierin, G- Colombo, P- Edirisinghe, M;;;;Mahalingam, Suntharavathanan- Pierin, Giovanni- Colombo, Paolo- Edirisinghe, Mohan;;;Facile one-pot formation of ceramic fibres from preceramic polymers by pressurised gyration;CERAMICS INTERNATIONAL;;;;;;;;;;;;This paper reports for the very first time a facile and simple method, consisting of simultaneous centrifugal spinning and solution blowing, to mass produce ceramic fibres from preceramic polymers. Solutions of two different commercially available silicone resins and a mixture of a silicone resin and graphene were used, and a polymer (polyvynilpyrolidone) was added to aid the fibre generation process. The fibre diameter and the morphology of the spun and the pyrolysed fibres were shown to be influenced by rotating speed, working pressure and the polymer concentration. Non-porous fibres were obtained using a low volatility binary solvent system and, after pyrolysis at high temperature, dense SiOC ceramic fibre bundles were produced. This fabrication method based on pressurised gyration shows great promise in the mass production of ceramic fibre bundles. (C) 2015 Elsevier Ltd and Techna Group S.r.l. All rights reserved.;;;;;Mahalingam, Dr Suntharavathanan/0000-0002-9617-8449;;;;;;;;;;;;0272-8842;1873-3956;;;;MAY;2015;41;4;;;;;6067;6073;;10.1016/j.ceramint.2015.01.065;;;;;;;WOS:000350513700107;;;;;;
J;Yanilmaz, M- Zhang, XW;;;;Yanilmaz, Meltem- Zhang, Xiangwu;;;Polymethylmethacrylate/Polyacrylonitrile Membranes via Centrifugal Spinning as Separator in Li-Ion Batteries;POLYMERS;;;;;;;;;;;;Electrospun nanofiber membranes have been extensively studied as separators in Li-ion batteries due to their large porosity, unique pore structure, and high electrolyte uptake. However, the electrospinning process has some serious drawbacks, such as low spinning rate and high production cost. The centrifugal spinning technique can be used as a fast, cost-effective and safe technique to fabricate high-performance fiber-based separators. In this work, polymethylmethacrylate (PMMA)/polyacrylonitrile (PAN) membranes with different blend ratios were produced via centrifugal spinning and characterized by using different electrochemical techniques for use as separators in Li-ion batteries. Compared with commercial microporous polyolefin membrane, centrifugally-spun PMMA/PAN membranes had larger ionic conductivity, higher electrochemical oxidation limit, and lower interfacial resistance with lithium. Centrifugally-spun PMMA/PAN membrane separators were assembled into Li/LiFePO4 cells and these cells delivered high capacities and exhibited good cycling performance at room temperature. In addition, cells using centrifugally-spun PMMA/PAN membrane separators showed superior C-rate performance compared to those using microporous polypropylene (PP) membranes. It is, therefore, demonstrated that centrifugally-spun PMMA/PAN membranes are promising separator candidate for high-performance Li-ion batteries.;;;;yanilmaz, meltem/AAH-4065-2020- tem, mel/ABB-2890-2020- Zhang, Xiangwu/F-1013-2011;yanilmaz, meltem/0000-0003-0562-5715- tem, mel/0000-0003-0562-5715- Zhang, Xiangwu/0000-0002-6236-6281;;;;;;;;;;;;2073-4360;;;;;APR;2015;7;4;;;;;629;643;;10.3390/polym7040629;;;;;;;WOS:000353775800003;;;;;;
J;Dev, VRG- Thinakaran, S- Neelakandan, R;;;;Dev, V. R. Giri- Thinakaran, Senthilram- Neelakandan, R.;;;Electrophoretic deposition of chitosan: A rapid surface modification technique for centrifugal spun fibrous web;JOURNAL OF INDUSTRIAL TEXTILES;;;;;;;;;;;;In the present study, highly aligned poly(-caprolactone) fibrous network produced by centrifugal spinning method was used as base substrate for electrophoretic deposition of chitosan. Two major parameters, namely the material and process parameters were varied to study its effect on add on % of chitosan in the matrices. It was found that the molecular weight and pH of the acidic chitosan solution widely influence the amount of deposition and pattern of deposition. The use of ultrasonic radiation in the electrophoretic deposition cell led to matrices with rough topography. In electrophoretic deposition process, the inherent gas bubbles formation results in formation of porous chitosan structure on the surface of centrifugal spun matrices making it suitable for biomedical applications.;;;;;;;;;;;;;;;;;1528-0837;1530-8057;;;;MAR;2015;44;5;;;;;725;737;;10.1177/1528083713512356;;;;;;;WOS:000349988900005;;;;;;
J;Valipouri, A- Ravandi, SAH- Pishevar, A- Parau, EI;;;;Valipouri, Afsaneh- Ravandi, Seyed Abdolkarim Hosseini- Pishevar, Ahmadreza- Parau, Emilian I.;;;Experimental and numerical study on isolated and non-isolated jet behavior through centrifuge spinning system;INTERNATIONAL JOURNAL OF MULTIPHASE FLOW;;;;;;;;;;;;This work presents a comparison between an isolated and a non-isolated curved liquid jet emerging from a rotating nozzle through centrifuge spinning system. In the centrifugal spinning process, a polymer solution has been pushed by the centrifugal force through small nozzle of a rapidly rotating cylindrical drum. Thereby thin fibers are formed and collected on a collector in the form of a web. Centrifuge spinning suffered from a strong air resistance which leads to a more deflected jet as well as its rapidly solvent evaporation resulting in thicker nanofibers. In this work, centrifuge spinning has been equipped by a rotating collector, whereas the fabrication process was skillfully sealed from ambient airflow. A comparison was drawn between the trajectory of Newtonian liquid jets fabricated by centrifuge spinning and air-sealed centrifuge spinning. The captured images of the liquid jet trajectory using a high speed camera showed that non-isolated liquid jets were more curved than isolated liquid jets due to air resistance. A pre-presented non-linear analysis of the Navier-Stokes equations was carried out and the numerical solutions were compared with the experiments. There was fairly good agreement between the isolated jet trajectory and the model-predicted one, but there were differences between the non-isolated jet trajectory and the simulation results. The non-isolated jet curved more compared to the others due to air drag. Also, the diameter of polymeric nanofibers was predicted and compared with experiments. Some qualitative agreement was found. (C) 2014 Elsevier Ltd. All rights reserved.;;;;Pishevar, Ahmadreza/R-1472-2019- Parau, Emilian I/G-9995-2011;Parau, Emilian I/0000-0001-5134-2068- Valipour, Afsaneh/0000-0001-6444-0249- Pishevar, Ahmadreza/0000-0002-1464-4750;;;;;;;;;;;;0301-9322;1879-3533;;;;MAR;2015;69;;;;;;93;101;;10.1016/j.ijmultiphaseflow.2014.10.005;;;;;;;WOS:000348269400009;;;;;;
J;Khamforoush, M- Asgari, T;;;;Khamforoush, M.- Asgari, T.;;;A Modified Electro-Centrifugal Spinning Method to Enhance the Production Rate of Highly Aligned Nanofiber;NANO;;;;;;;;;;;;In this paper, for the aim of increasing the production rate of highly aligned nanofibers, electrocentrifuge spinning (ECS) technique was modified by equipping it with two nozzles as the spinneret. This new setup obviously doubles the production rate of nanofibers relative to the conventional ECS. To investigate the effect of this modification on the degree of nanofibers alignment (DeNA), the values of DeNA were measured for 30 distinctive experiments and the results were compared with that of ECS setup with a single nozzle. The originality of this work has lain in the fact that for these 30 experiments, which were designed by Design Expert Software (DES), the DeNA of the new ECS was the same as the conventional setup. Additionally, a spinneret with four nozzles was employed to evaluate the influence of number of nozzles on the DeNA. Lastly, the optimum values of voltage, polymer concentration, spinneret rotational speed and collector diameter were determined in order to maximize the DeNA of the modified ECS setup.;;;;Khamforoush, Mehrdad/ABA-5027-2020;Khamforoush, Mehrdad/0000-0002-2752-0968;;;;;;;;;;;;1793-2920;1793-7094;;;;FEB;2015;10;2;;;;;;;1550016;10.1142/S1793292015500162;;;;;;;WOS:000352110300001;;;;;;
J;Chen, HH- Xu, HZ- Sun, JQ- Liu, C- Yang, B;;;;Chen, Huanhuan- Xu, Huaizhong- Sun, Jiaqi- Liu, Chen- Yang, Bin;;;Effective method for high-throughput manufacturing of ultrafine fibres via needleless centrifugal spinning;MICRO & NANO LETTERS;;;;;;;;;;;;A nozzle-free spinneret with a flow controller was applied to produce nanoscale fibres of both polymeric solutions and melts by centrifugal field. This centrifugal processing strategy can be used to fabricate non-woven webs composed of fibre diameters ranging from several microns down to 400 nm or less. The fibre morphology and diameter in melt needleless centrifugal spinning (NCS) can be controlled by varying the rotation speed, temperature, liquid properties and collector system. Solution NCS adds the operating parameters of the solution concentration and the solvent. The field emission scanning electron microscope images show that the average diameter of the fibres is approximately 2 +/- 0.8 mu m and 400 +/- 100 nm for polyethylene terephthalate fibres (2400 rpm, 245 degrees C) and polyvinylpyrrolidone fibres (20 wt%, 4000 rpm), respectively.;;;;;;;;;;;;;;;;;1750-0443;;;;;FEB;2015;10;2;;;;;81;84;;10.1049/mnl.2014.0479;;;;;;;WOS:000350483000006;;;;;;
